"discussion_id","topic"
13066," ""gun control"""
13070," ""gun control"""
13072," ""gun control"""
13078," ""gun control"""
13079," ""gun control"""
13080," ""gun control"""
13086," ""gun control"""
13088," ""gun control"""
13089," ""gun control"""
13093," ""gun control"""
13094," ""gun control"""
13095," ""gun control"""
13096," ""gun control"""
13097," ""gun control"""
13098," ""gun control"""
13099," ""gun control"""
13100," ""gun control"""
13101," ""gun control"""
13103," ""gun control"""
13104," ""gun control"""
13105," ""gun control"""
13106," ""gun control"""
13107," ""evolution"""
13113," ""gun control"""
13114," ""gun control"""
13116," ""gun control"""
13135," ""gun control"""
13143," ""gun control"""
13147," ""abortion"""
13148," ""gun control"""
13150," ""healthcare"""
13151," ""healthcare"""
13158," ""gun control"""
13175," ""gay marriage"""
13178," ""healthcare"""
13180," ""healthcare"""
13182," ""abortion"""
13195," ""gun control"""
13196," ""gun control"""
13202," ""gun control"""
13203," ""gun control"""
13204," ""gun control"""
13205," ""gun control"""
13206," ""gay marriage"""
13213," ""gun control"""
13214," ""gun control"""
13219," ""healthcare"""
13224," ""gun control"""
13228," ""gun control"""
13229," ""gun control"""
13231," ""gun control"""
13232," ""gun control"""
13234," ""evolution"""
13244," ""evolution"""
13245," ""evolution"""
13247," ""evolution"""
13250," ""healthcare"""
13251," ""gun control"""
13253," ""healthcare"""
13254," ""gun control"""
13258," ""healthcare"""
13261," ""gun control"""
13264," ""gun control"""
13265," ""gun control"""
13266," ""gun control"""
13267," ""evolution"""
13275," ""healthcare"""
13278," ""healthcare"""
13283," ""gun control"""
13284," ""gun control"""
13285," ""abortion"""
13287," ""evolution"""
13288," ""gun control"""
13291," ""gun control"""
13292," ""gun control"""
13299," ""gun control"""
13300," ""gun control"""
13305," ""healthcare"""
13306," ""gun control"""
13309," ""gun control"""
13311," ""gun control"""
13316," ""healthcare"""
13321," ""gun control"""
13322," ""gun control"""
13323," ""healthcare"""
13324," ""gun control"""
13326," ""healthcare"""
13327," ""gun control"""
13328," ""gun control"""
13329," ""gun control"""
13337," ""gun control"""
13340," ""gay marriage"""
13346," ""gun control"""
13348," ""gun control"""
13349," ""gun control"""
13354," ""gun control"""
13360," ""gun control"""
13361," ""healthcare"""
13365," ""gun control"""
13366," ""gun control"""
13371," ""communism vs capitalism"""
13372," ""gun control"""
13375," ""gun control"""
13380," ""existence of God"""
13388," ""gun control"""
13392," ""communism vs capitalism"""
13395," ""gun control"""
13398," ""gun control"""
13410," ""gun control"""
13411," ""gun control"""
13416," ""abortion"""
13418," ""healthcare"""
13425," ""gun control"""
13428," ""evolution"""
13430," ""gun control"""
13434," ""healthcare"""
13437," ""gun control"""
13438," ""gun control"""
13439," ""healthcare"""
13441," ""gun control"""
13444," ""gun control"""
13446," ""gun control"""
13450," ""gun control"""
13451," ""gay marriage"""
13458," ""gun control"""
13460," ""healthcare"""
13463," ""healthcare"""
13464," ""gay marriage"""
13465," ""abortion"""
13468," ""gun control"""
13469," ""gun control"""
13470," ""gun control"""
13471," ""gun control"""
13474," ""gun control"""
13478," ""gun control"""
13480," ""gun control"""
13481," ""gun control"""
13483," ""gun control"""
13484," ""gun control"""
13486," ""gun control"""
13487," ""gun control"""
13488," ""evolution"""
13489," ""gun control"""
13495," ""evolution"""
13496," ""gun control"""
13500," ""healthcare"""
13501," ""healthcare"""
13505," ""gun control"""
13507," ""healthcare"""
13513," ""communism vs capitalism"""
13516," ""climate change"""
13528," ""gun control"""
13530," ""abortion"""
13537," ""gay marriage"""
13538," ""gun control"""
13541," ""gun control"""
13542," ""healthcare"""
13550," ""gun control"""
13555," ""healthcare"""
13556," ""gun control"""
13557," ""abortion"""
13558," ""abortion"""
13564," ""gun control"""
13570," ""healthcare"""
13571," ""gun control"""
13572," ""gun control"""
13578," ""healthcare"""
13581," ""healthcare"""
13586," ""gun control"""
13587," ""gun control"""
13588," ""gun control"""
13590," ""gun control"""
13591," ""gun control"""
13597," ""communism vs capitalism"""
13603," ""gun control"""
13605," ""healthcare"""
13606," ""gun control"""
13607," ""gun control"""
13609," ""gun control"""
13612," ""gun control"""
13614," ""healthcare"""
13617," ""healthcare"""
13619," ""gun control"""
13623," ""gun control"""
13625," ""gun control"""
13627," ""gun control"""
13631," ""climate change"""
13632," ""gun control"""
13634," ""gun control"""
13637," ""gun control"""
13638," ""gay marriage"""
13642," ""gun control"""
13643," ""gun control"""
13652," ""healthcare"""
13660," ""gun control"""
13662," ""gun control"""
13670," ""communism vs capitalism"""
13673," ""gun control"""
13682," ""healthcare"""
13687," ""gun control"""
13688," ""gun control"""
13691," ""healthcare"""
13694," ""gun control"""
13699," ""gun control"""
13700," ""climate change"""
13708," ""gay marriage"""
13713," ""healthcare"""
13719," ""abortion"""
13720," ""gun control"""
13721," ""gun control"""
13723," ""healthcare"""
13726," ""gun control"""
13742," ""abortion"""
13749," ""gun control"""
13754," ""gun control"""
13757," ""gun control"""
13758," ""gun control"""
13759," ""gun control"""
13762," ""gun control"""
13765," ""existence of God"""
13768," ""gay marriage"""
13769," ""gun control"""
13777," ""gun control"""
13778," ""gun control"""
13779," ""healthcare"""
13780," ""abortion"""
13783," ""evolution"""
13784," ""gay marriage"""
13786," ""gun control"""
13790," ""gun control"""
13792," ""gun control"""
13794," ""gun control"""
13797," ""gun control"""
13802," ""gun control"""
13803," ""gun control"""
13804," ""gun control"""
13805," ""gun control"""
13813," ""healthcare"""
13815," ""gun control"""
13819," ""gun control"""
13821," ""gun control"""
13825," ""gun control"""
13826," ""gay marriage"""
13829," ""abortion"""
13837," ""gun control"""
13840," ""gun control"""
13846," ""abortion"""
13848," ""gun control"""
13860," ""gun control"""
13861," ""evolution"""
13862," ""abortion"""
13867," ""abortion"""
13887," ""gay marriage"""
13897," ""death penalty"""
13900," ""gay marriage"""
13903," ""evolution"""
13904," ""gun control"""
13911," ""gun control"""
13919," ""gun control"""
13922," ""gun control"""
13923," ""gun control"""
13932," ""gun control"""
13936," ""gun control"""
13945," ""gay marriage"""
13952," ""gun control"""
13954," ""gun control"""
13956," ""gay marriage"""
13958," ""gun control"""
13959," ""gun control"""
13967," ""gun control"""
13968," ""gun control"""
13970," ""gun control"""
13972," ""healthcare"""
13977," ""gun control"""
13982," ""gun control"""
13987," ""gun control"""
13988," ""gun control"""
13989," ""gay marriage"""
13990," ""gun control"""
13991," ""gun control"""
13995," ""healthcare"""
13996," ""abortion"""
13998," ""gun control"""
14000," ""gun control"""
14010," ""abortion"""
14013," ""gun control"""
14014," ""gun control"""
14017," ""gun control"""
14019," ""abortion"""
14031," ""healthcare"""
14041," ""healthcare"""
14047," ""healthcare"""
14055," ""healthcare"""
14057," ""gun control"""
14063," ""healthcare"""
14064," ""gun control"""
14073," ""gun control"""
14074," ""healthcare"""
14079," ""abortion"""
14080," ""gun control"""
14092," ""gun control"""
14094," ""climate change"""
14099," ""gun control"""
14112," ""gun control"""
14115," ""gun control"""
14119," ""gun control"""
14126," ""gun control"""
14127," ""gun control"""
14129," ""gun control"""
14131," ""gay marriage"""
14138," ""healthcare"""
14158," ""gun control"""
14165," ""gun control"""
14169," ""death penalty"""
14172," ""gun control"""
14187," ""gun control"""
14190," ""gun control"""
14195," ""gun control"""
14196," ""gun control"""
14198," ""evolution"""
14211," ""gun control"""
14216," ""gun control"""
14230," ""gun control"""
14235," ""gun control"""
14243," ""gun control"""
14245," ""gun control"""
14247," ""gun control"""
14248," ""gun control"""
14253," ""gay marriage"""
14262," ""gun control"""
14266," ""gun control"""
14271," ""gun control"""
14274," ""gun control"""
14277," ""gun control"""
14280," ""gun control"""
14282," ""gun control"""
14283," ""gun control"""
14289," ""gun control"""
14295," ""gun control"""
14298," ""gun control"""
14300," ""gun control"""
14302," ""gun control"""
14304," ""gun control"""
14310," ""gun control"""
14311," ""gun control"""
14318," ""gun control"""
14319," ""gun control"""
14320," ""gun control"""
14356," ""gun control"""
14358," ""gun control"""
14359," ""gun control"""
14362," ""gun control"""
14363," ""gun control"""
14365," ""gun control"""
14366," ""gun control"""
14367," ""gun control"""
14374," ""gun control"""
14376," ""gay marriage"""
14377," ""gun control"""
14380," ""gun control"""
14385," ""climate change"""
14386," ""gun control"""
14392," ""gun control"""
14395," ""gun control"""
14396," ""gun control"""
14397," ""gun control"""
14398," ""gun control"""
14399," ""gun control"""
14401," ""gun control"""
14406," ""gun control"""
14409," ""gun control"""
14410," ""abortion"""
14419," ""gun control"""
14424," ""gun control"""
14429," ""gun control"""
14437," ""gun control"""
14444," ""gun control"""
14457," ""evolution"""
14471," ""gun control"""
14474," ""gun control"""
14478," ""gun control"""
14481," ""gun control"""
14489," ""evolution"""
14490," ""gay marriage"""
14492," ""gun control"""
14493," ""gun control"""
14498," ""gun control"""
14515," ""evolution"""
14518," ""gay marriage"""
14526," ""communism vs capitalism"""
14532," ""gun control"""
