topic,discussion_id,author,pro,anti,other
"gun control",1617,"Rev. HellH0und",0,6,0
"gun control",1617,"Toxey",0,6,0
"gun control",1617,"Tim",4,1,1
"gun control",1617,"JustAnotherGuy",0,6,0
"gun control",1617,"Draconis",3,1,2
"gun control",1617,"daewoo",1,3,2
"gun control",2483,"galton",0,6,0
"gun control",2483,"RooK",0,6,0
"gun control",2483,"emclean",0,6,0
"gun control",2483,"voiceofreason",6,0,0
"gun control",2483,"terral03",0,6,0
"gun control",2483,"Shooterman",0,6,0
"gun control",2483,"daewoo",0,6,0
"gun control",2483,"JPSartre12",1,3,2
"gun control",2483,"Adept",5,0,1
"gun control",2483,"4got2p",0,5,1
"gun control",2483,"faeden",0,6,0
"gun control",2483,"3sgte",2,4,0
"gun control",2483,"Jeffersonian",1,5,0
"gun control",7073,"Waxy",0,6,0
"gun control",7073,"peteratwar",0,1,5
"gun control",7073,"emclean",0,6,0
"gun control",7073,"Alan Ryan",0,2,4
"gun control",7073,"Jo Bennett",3,0,3
"gun control",7073,"StarRaven",0,5,1
"gun control",7073,"Steeeeve",1,1,4
"gun control",7073,"Crunker",0,6,0
"gun control",7073,"Wez",3,3,0
"gun control",7073,"GreenMtnBoy",3,3,0
"gun control",1110,"Crim",0,4,1
"gun control",1110,"sundowner",3,1,1
"gun control",1110,"BMF",0,5,0
"gun control",1110,"Robbie",1,4,0
"gun control",1110,"kelvin90701",0,5,0
"gun control",1110,"Rev. HellH0und",0,5,0
"gun control",1110,"Tim",3,2,0
"gun control",1110,"montalban",4,1,0
"gun control",1110,"AMD4EVER",3,0,2
"gun control",1110,"crazy_j420",2,0,3
"gun control",9804,"Bryan",0,6,0
"gun control",9804,"Archangel",0,1,5
"gun control",9804,"Symbiote",0,2,4
"gun control",9804,"conofguncontrol",1,0,5
"gun control",9804,"Master_Shake",0,0,6
"gun control",9804,"Novus",0,6,0
"gun control",9804,"stariennight",0,4,2
"gun control",9804,"muttonchops",0,6,0
"gun control",9804,"TANSTAAFL'07",0,5,1
"gun control",9804,"Unriggable",6,0,0
"gun control",9804,"conservative",0,6,0
"gun control",9804,"bigandrich",5,1,0
"gun control",9804,"Judeau",0,6,0
"gun control",9804,"Galileo",6,0,0
"gun control",9804,"E Mutz",0,6,0
"gun control",9804,"jim's trucking",1,5,0
"gun control",9804,"Sigma",5,0,1
"gun control",9804,"Abaddon660",0,6,0
"gun control",9804,"daewoo",0,5,1
"gun control",10871,"buckeyeinok",0,6,0
"gun control",10871,"Bryan",3,3,0
"gun control",10871,"Archangel",1,5,0
"gun control",10871,"sinjin",5,1,0
"gun control",10871,"emclean",1,5,0
"gun control",10871,"thelmoose",1,2,3
"gun control",10871,"bhbcu64",3,3,0
"gun control",10871,"smiley",5,0,1
"gun control",10871,"E Mutz",4,1,1
"gun control",10871,"billsco",1,3,2
"gun control",10871,"Penfold",5,1,0
"gun control",10871,"Galileo",3,2,1
"gun control",10871,"kesseltron",1,5,0
"gun control",10871,"jim's trucking",1,5,0
"gun control",10871,"Shooterandproud",0,6,0
"gun control",10871,"Seekerrr",0,6,0
"gun control",10871,"Ghost Rider",0,6,0
"gun control",914,"DHard3006",0,8,0
"gun control",914,"Maineiac",5,3,0
"gun control",914,"vsaiyan",1,7,0
"gun control",914,"Tim",6,1,1
"gun control",914,"JustAnotherGuy",0,8,0
"gun control",914,"AMD4EVER",7,1,0
"gun control",914,"kelvin90701",0,8,0
"gun control",914,"Relient Halo",1,2,5
"gun control",914,"J_Brady",1,5,2
"gun control",914,"fallingupwards",8,0,0
"gun control",914,"Adept",0,8,0
"gun control",914,"montalban",2,6,0
"gun control",914,"WMart",0,8,0
"gun control",914,"sundowner",6,2,0
"gun control",914,"The_Comedian",7,1,0
"gun control",914,"Rev. HellH0und",0,8,0
"gun control",914,"DarthZeth",1,6,1
"gun control",914,"Sigma",8,0,0
"gun control",914,"daewoo",0,8,0
"gun control",914,"tarawa12",1,4,3
"gun control",914,"SilentPoet",7,1,0
"gun control",914,"sglaine",0,2,6
"gun control",914,"Pie",0,8,0
"gun control",914,"voiceofreason",7,0,1
"gun control",914,"theLIBERTARIAN",1,7,0
"gun control",10876,"ironcourage",0,6,1
"gun control",10876,"Brady",7,0,0
"gun control",10876,"emclean",0,7,0
"gun control",10876,"Roxdog",0,3,4
"gun control",10876,"SaminRSF",1,6,0
"gun control",10876,"daewoo",0,7,0
"gun control",10876,"JediMindTricks",1,6,0
"gun control",10876,"Iuris",2,4,1
"gun control",10876,"KenW.",0,6,1
"gun control",10876,"kesseltron",0,5,2
"gun control",10876,"Sirius",0,5,2
"gun control",10876,"Ghost Rider",0,7,0
"gun control",10876,"undefined",0,5,2
"gun control",587,"Crim",3,3,0
"gun control",587,"kelvin90701",0,6,0
"gun control",587,"voiceofreason",6,0,0
"gun control",587,"MarxismIsMurder",0,6,0
"gun control",587,"dsadevil",5,1,0
"gun control",587,"Abraxas",0,3,3
"gun control",587,"bud095",0,6,0
"gun control",587,"wjim1269",0,6,0
"gun control",1357,"kelvin90701",0,6,0
"gun control",1357,"tarawa12",0,6,0
"gun control",1357,"Crim",0,6,0
"gun control",1357,"NEO55",3,2,1
"gun control",1357,"mizmaxx",4,0,2
"gun control",1357,"montalban",4,2,0
"gun control",1357,"witzelcheck",2,2,2
"gun control",1357,"Hiberpirates",6,0,0
"gun control",1357,"gilligan8503",6,0,0
"gun control",8457,"Bryan",4,4,2
"gun control",8457,"sinjin",4,3,3
"gun control",8457,"colt1911a2",2,8,0
"gun control",8457,"emclean",2,8,0
"gun control",8457,"Master_Shake",4,5,1
"gun control",8457,"Love Never Dies",7,1,2
"gun control",8457,"aussieseek.com",10,0,0
"gun control",8457,"Adept",3,5,2
"gun control",8457,"pickleweaseler",3,5,2
"gun control",8457,"mae",2,8,0
"gun control",8457,"BlueAngel",2,8,0
"gun control",8457,"zachvac",1,8,1
"gun control",8457,"electrolyte",6,3,1
"gun control",8457,"Shooterandproud",3,6,1
"gun control",8457,"GreenMtnBoy",4,3,3
"gun control",8457,"ray",3,7,0
"gun control",10540,"nate895",1,5,0
"gun control",10540,"Charliegone",0,6,0
"gun control",10540,"Archeron",1,5,0
"gun control",10540,"Kabukikmono",0,6,0
"gun control",10540,"Sirius",1,4,1
"gun control",10540,"JSDKoeln",5,1,0
"gun control",10540,"thecap0",5,1,0
"gun control",10540,"conservative",0,6,0
"gun control",10540,"zsu2357",1,3,2
"gun control",10540,"kesseltron",1,5,0
"gun control",10540,"Bryan",1,5,0
"gun control",10540,"Seleare",1,5,0
"gun control",10540,"smiley",3,1,2
"gun control",10540,"brettbb",0,6,0
"gun control",10540,"forums1234",5,1,0
"gun control",10540,"flygirl",0,6,0
"gun control",10540,"jim's trucking",0,6,0
"gun control",10540,"undefined",0,5,1
"gun control",10540,"jdgibson",0,6,0
"gun control",10540,"sinjin",6,0,0
"gun control",10540,"conofguncontrol",0,6,0
"gun control",10540,"ps3_assassin",0,6,0
"gun control",10540,"Aivlis",0,6,0
"gun control",10540,"thedutchdon",0,6,0
"gun control",10540,"E Mutz",0,6,0
"gun control",9743,"quatin",1,5,0
"gun control",9743,"Bismarck",0,6,0
"gun control",9743,"Charliegone",0,6,0
"gun control",9743,"Archangel",1,3,2
"gun control",9743,"Zardoz",0,6,0
"gun control",9743,"Sirius",0,6,0
"gun control",9743,"Ethmi",0,5,1
"gun control",9743,"gamehuis",0,6,0
"gun control",9743,"Symbiote",0,6,0
"gun control",9743,"Flyboy_451",0,6,0
"gun control",9743,"Galileo",5,1,0
"gun control",9743,"kesseltron",0,6,0
"gun control",9743,"Abaddon660",0,6,0
"gun control",9743,"Seleare",0,6,0
"gun control",9743,"Brady",4,2,0
"gun control",9743,"Sausabe",1,5,0
"gun control",9743,"JPSartre12",1,5,0
"gun control",9743,"KenW.",0,3,3
"gun control",9743,"NoobDebater",0,5,1
"gun control",9743,"TRIGGER",1,5,0
"gun control",9743,"jim's trucking",0,2,4
"gun control",9743,"daewoo",0,6,0
"gun control",9743,"Ghost Rider",0,6,0
"gun control",9743,"jazyjason",5,0,1
"gun control",9743,"Omegamon_X",1,5,0
"gun control",9743,"chester",3,2,1
"gun control",9743,"dtremaine",1,2,3
"gun control",9743,"Ripskar",1,2,3
"gun control",9743,"snakespit",0,6,0
"gun control",9743,"Shooterandproud",0,6,0
"gun control",9743,"E Mutz",0,6,0
"gun control",9743,"Dono",0,6,0
"gun control",9743,"John24",2,1,3
"gun control",3158,"RooK",0,4,1
"gun control",3158,"pnac=ww3",4,1,0
"gun control",3158,"Selfdefensenut",0,5,0
"gun control",3158,"emclean",1,3,1
"gun control",3158,"Mike W",0,5,0
"gun control",3158,"Rev. HellH0und",0,5,0
"gun control",3158,"Leo",2,0,3
"gun control",3158,"georged",1,4,0
"gun control",3158,"tarawa12",0,5,0
"gun control",3158,"pickleweaseler",0,5,0
"gun control",3158,"theLIBERTARIAN",0,5,0
"gun control",3158,"Famous Amos",1,4,0
"gun control",3158,"daewoo",0,5,0
"gun control",3158,"Jeffersonian",1,4,0
"gun control",4174,"Tigerlilly",0,5,1
"gun control",4174,"RooK",0,0,6
"gun control",4174,"Devils Advocate",1,5,0
"gun control",4174,"LilBitLiberal",6,0,0
"gun control",4174,"pickleweaseler",0,6,0
"gun control",4174,"greg 79 f150",3,2,1
"gun control",4174,"georged",0,6,0
"gun control",4174,"KriegHund",1,2,3
"gun control",4174,"snakespit",1,5,0
"gun control",4174,"Choscura",0,0,6
"gun control",4174,"Black Phoenix",0,6,0
"gun control",4174,"Jeffersonian",0,6,0
"gun control",6399,"kelvin90701",1,5,0
"gun control",6399,"Captain America banned",0,3,3
"gun control",6399,"gamehuis",1,5,0
"gun control",6399,"Symbiote",2,0,4
"gun control",6399,"emclean",0,4,2
"gun control",6399,"Jo Bennett",4,1,1
"gun control",6399,"joebrummer",6,0,0
"gun control",6399,"gnojek",3,3,0
"gun control",6399,"jyoshu",0,6,0
"gun control",6399,"Eddie",5,1,0
"gun control",6399,"georged",1,5,0
"gun control",6399,"pickleweaseler",0,4,2
"gun control",6399,"Wez",5,0,1
"gun control",6399,"snakespit",2,2,2
"gun control",6399,"daewoo",0,6,0
"gun control",6399,"Iuris",3,3,0
"gun control",1056,"kelvin90701",4,1,0
"gun control",1056,"RooK",1,2,2
"gun control",1056,"The_Comedian",3,1,1
"gun control",1056,"swampkritter",0,5,0
"gun control",1056,"Snoturky",0,5,0
"gun control",1056,"voiceofreason",4,0,1
"gun control",1056,"DHard3006",0,5,0
"gun control",1056,"Shooterman",0,4,1
"gun control",1056,"Rev. HellH0und",0,4,1
"gun control",1056,"Pie",1,4,0
"gun control",1056,"Tim",3,2,0
"gun control",1056,"JustAnotherGuy",0,5,0
"gun control",1056,"3sgte",0,5,0
"gun control",1056,"gewehr44",0,4,1
"gun control",1056,"Patrick Henry",0,5,0
"gun control",1056,"daewoo",0,5,0
"gun control",1979,"pwned87",0,5,0
"gun control",1979,"sundowner",3,2,0
"gun control",1979,"The_Comedian",5,0,0
"gun control",1979,"emclean",1,3,1
"gun control",1979,"J_Brady",0,5,0
"gun control",1979,"Shooterman",0,5,0
"gun control",1979,"hvozdany",4,0,1
"gun control",1979,"Toxey",1,4,0
"gun control",1979,"daewoo",0,5,0
"gun control",1979,"Tastyfish",5,0,0
"gun control",1979,"WMart",1,4,0
"gun control",1979,"3sgte",0,5,0
"gun control",55,"redsoxlvr13",9,1,0
"gun control",55,"Bryan",3,5,2
"gun control",55,"Seleare",8,0,2
"gun control",55,"conofguncontrol",3,7,0
"gun control",55,"admin",2,1,7
"gun control",55,"Penfold",2,2,6
"gun control",55,"Big_Bear_Scot",4,4,2
"gun control",55,"daewoo",2,8,0
"gun control",55,"Galileo",7,3,0
"gun control",55,"TRIGGER",0,10,0
"gun control",55,"conrpro",3,7,0
"gun control",55,"Ghost Rider",3,6,1
"gun control",55,"Rick_OShea",5,5,0
"gun control",55,"thedutchdon",3,7,0
"gun control",55,"Winston Smith",6,3,1
"gun control",55,"kesseltron",4,6,0
"gun control",55,"jim's trucking",3,7,0
"gun control",55,"E Mutz",8,2,0
"gun control",55,"Countryboy",3,7,0
"gun control",55,"Brady",9,1,0
"gun control",6567,"quatin",2,4,0
"gun control",6567,"Truthsayer",0,5,1
"gun control",6567,"dixie",0,6,0
"gun control",6567,"emclean",0,6,0
"gun control",6567,"Bram en Joszi",6,0,0
"gun control",6567,"pickleweaseler",0,6,0
"gun control",6567,"Novus",1,5,0
"gun control",6567,"Wez",6,0,0
"gun control",6567,"RKBA",0,6,0
"gun control",6567,"Yolanda",5,1,0
"gun control",6567,"Baltidog",0,2,4
"gun control",6567,"Jeffersonian",1,5,0
"gun control",6567,"Symbiote",1,0,5
"gun control",6567,"AHuntersWife",0,6,0
"gun control",6567,"Peeling",5,1,0
"gun control",6567,"Love Never Dies",2,4,0
"gun control",6567,"conservative",1,5,0
"gun control",6567,"Adept",1,5,0
"gun control",6567,"Steeeeve",0,0,6
"gun control",6567,"BeTolerant",6,0,0
"gun control",6567,"DrNo",0,6,0
"gun control",6567,"Galileo",1,2,3
"gun control",6567,"Freedom Fighter",0,6,0
"gun control",6567,"Aileas",1,0,5
"gun control",6567,"cGibson89",0,6,0
"gun control",6567,"Bryan",0,6,0
"gun control",6567,"AnnieRE",2,0,4
"gun control",6567,"Miranda",1,1,4
"gun control",6567,"Clive14",3,3,0
"gun control",6567,"aussieseek.com",6,0,0
"gun control",6567,"JPSartre12",0,6,0
"gun control",6567,"peteratwar",1,3,2
"gun control",6567,"mae",0,6,0
"gun control",6567,"Winston Smith",6,0,0
"gun control",6567,"OccamsRazor",2,3,1
"gun control",6567,"Hansel",0,6,0
"gun control",6567,"Big_Bear_Scot",4,2,0
"gun control",6567,"daewoo",0,6,0
"gun control",6567,"Jill White",6,0,0
"gun control",6567,"tarawa12",1,5,0
"gun control",6567,"Roxdog",0,6,0
"gun control",6567,"Omegamon_X",0,5,1
"gun control",6567,"zachvac",1,5,0
"gun control",6567,"college_girl",6,0,0
"gun control",6567,"georged",0,6,0
"gun control",6567,"StarRaven",2,2,2
"gun control",6567,"Nero",1,2,3
"gun control",6567,"idle rambler",6,0,0
"gun control",6567,"emoreno2292",3,3,0
"gun control",6567,"thedutchdon",2,4,0
"gun control",6567,"Shooterandproud",0,6,0
"gun control",6567,"E Mutz",0,3,3
"gun control",6567,"Dono",0,6,0
"gun control",56,"kelvin90701",0,4,0
"gun control",56,"enfant terrible",4,0,0
"gun control",56,"tarawa12",1,3,0
"gun control",56,"Debater",0,1,3
"gun control",56,"voiceofreason",4,0,0
"gun control",56,"DHard3006",0,4,0
"gun control",56,"Patriot",0,4,0
"gun control",56,"AKonsen",1,3,0
"gun control",56,"Tim",4,0,0
"gun control",56,"JFriday",0,4,0
"gun control",56,"thistownwilleat",1,2,1
"gun control",56,"admin",0,0,4
"gun control",56,"tsmith2771",0,2,2
"gun control",1067,"kelvin90701",1,5,0
"gun control",1067,"Johnnis",4,2,0
"gun control",1067,"mizmaxx",0,6,0
"gun control",1067,"voiceofreason",6,0,0
"gun control",1067,"DHard3006",2,4,0
"gun control",1067,"Rev. HellH0und",0,6,0
"gun control",1067,"Tim",4,2,0
"gun control",1067,"montalban",6,0,0
"gun control",1067,"Crim",0,2,4
"gun control",1067,"munkyman",4,0,2
"gun control",1067,"afrsmile",5,1,0
"gun control",1067,"Abraxas",2,2,2
"gun control",518,"Viking",0,6,0
"gun control",518,"kelvin90701",0,5,1
"gun control",518,"SilentPoet",0,2,4
"gun control",518,"Crim",3,2,1
"gun control",518,"voiceofreason",5,1,0
"gun control",518,"DHard3006",2,4,0
"gun control",518,"Pie",2,3,1
"gun control",518,"Rev. HellH0und",2,2,2
"gun control",518,"Maynard",2,4,0
"gun control",518,"JFriday",2,4,0
"gun control",518,"JustAnotherGuy",2,4,0
"gun control",518,"Ender Wiggin",1,5,0
"gun control",518,"Countryboy",2,4,0
"gun control",518,"JordanF",1,5,0
"gun control",518,"Alfaholic",2,4,0
"gun control",518,"daewoo",2,3,1
"gun control",518,"Patrick Henry",2,3,1
"gun control",518,"wjim1269",2,4,0
"gun control",6075,"Bryan",0,6,0
"gun control",6075,"Brady",3,1,2
"gun control",6075,"emclean",0,6,0
"gun control",6075,"Adept",0,3,3
"gun control",6075,"PoohBear",0,0,6
"gun control",6075,"Spad",0,6,0
"gun control",6075,"GX4",0,6,0
"gun control",6075,"Pietro",0,6,0
"gun control",6075,"pickleweaseler",0,5,1
"gun control",6075,"Tither",2,4,0
"gun control",6075,"SymonTemplar",0,6,0
"gun control",6075,"Doc Jones",0,6,0
"gun control",6075,"Jeffersonian",1,5,0
"gun control",1769,"Dan the White",3,4,0
"gun control",1769,"The_Comedian",7,0,0
"gun control",1769,"Eddie",5,0,2
"gun control",1769,"Tim",6,1,0
"gun control",1769,"plotter",2,5,0
"gun control",1769,"Rev. HellH0und",2,5,0
"gun control",1769,"Toxey",2,5,0
"gun control",1769,"Patrick Henry",3,4,0
"gun control",1769,"mizmaxx",3,3,1
"gun control",1769,"Tastyfish",5,2,0
"gun control",1769,"XeoX",6,1,0
"gun control",1769,"JustAnotherGuy",3,4,0
"gun control",1769,"3sgte",2,5,0
"gun control",1769,"daewoo",0,7,0
"gun control",5933,"Bryan",0,6,0
"gun control",5933,"toolman846",0,6,0
"gun control",5933,"emclean",0,6,0
"gun control",5933,"Andrew",0,6,0
"gun control",5933,"JPSartre12",0,1,5
"gun control",5933,"pickleweaseler",0,4,2
"gun control",5933,"georged",2,4,0
"gun control",5933,"GX4",2,0,4
"gun control",5933,"Freedom Fighter",0,6,0
"gun control",5933,"biccat",0,6,0
"gun control",10751,"isly ilwott",0,6,0
"gun control",10751,"Count Otto",1,3,2
"gun control",10751,"Brady",6,0,0
"gun control",10751,"Jo Bennett",6,0,0
"gun control",10751,"Penfold",4,2,0
"gun control",10751,"NoobDebater",0,6,0
"gun control",10751,"Sirius",2,0,4
"gun control",10751,"JediMindTricks",1,3,2
"gun control",10751,"DanielLeeHardy",0,6,0
"gun control",10751,"iangb",5,1,0
"gun control",10751,"Ghost Rider",1,4,1
"gun control",10751,"DrNo",0,6,0
"gun control",10751,"Galileo",6,0,0
"gun control",10751,"Ripskar",2,3,1
"gun control",10751,"kesseltron",0,5,1
"gun control",10751,"Shooterandproud",0,6,0
"gun control",10751,"E Mutz",1,4,1
"gun control",10751,"Ethmi",1,5,0
"gun control",2063,"RooK",2,8,1
"gun control",2063,"mathurin",1,10,0
"gun control",2063,"emclean",1,10,0
"gun control",2063,"WiseAker",1,10,0
"gun control",2063,"Rev. HellH0und",1,5,5
"gun control",2063,"Phunting",1,1,9
"gun control",2063,"Sigma",1,0,10
"gun control",2063,"daewoo",1,10,0
"gun control",2510,"Bryan",0,7,0
"gun control",2510,"sinjin",3,4,0
"gun control",2510,"emclean",3,4,0
"gun control",2510,"Rage",3,2,2
"gun control",2510,"voiceofreason",6,1,0
"gun control",2510,"apathy",2,3,2
"gun control",2510,"Jaaaman",1,1,5
"gun control",2510,"Rev. HellH0und",2,5,0
"gun control",2510,"trey",2,2,3
"gun control",2510,"jefnvk",1,6,0
"gun control",2510,"unkerpaulie",4,2,1
"gun control",2510,"Mattsbox99",1,5,1
"gun control",2510,"jerichoholic104",4,3,0
"gun control",2510,"daewoo",2,5,0
"gun control",2510,"Jeffersonian",2,5,0
"gun control",7160,"Bryan",7,6,0
"gun control",7160,"Monster",5,8,0
"gun control",7160,"emclean",5,7,1
"gun control",7160,"epaphras_faith",5,8,0
"gun control",7160,"zachvac",2,11,0
"gun control",7160,"Charliegone",5,7,1
"gun control",7160,"pickleweaseler",7,6,0
"gun control",7160,"unclenate",4,0,9
"gun control",7160,"danjrush04",2,11,0
"gun control",7160,"Adept",9,4,0
"gun control",7160,"georged",4,9,0
"gun control",7160,"StarRaven",4,8,1
"gun control",7160,"snowstar",2,2,9
"gun control",7160,"Dr_Sprocket",3,10,0
"gun control",7160,"Wez",5,6,2
"gun control",7160,"HuddeNYer",5,8,0
"gun control",7160,"snakespit",5,5,3
"gun control",7160,"Freedom Fighter",5,7,1
"gun control",7160,"Santafeur",6,6,1
"gun control",7160,"Mickey Shane",2,11,0
"gun control",10631,"Seleare",3,3,0
"gun control",10631,"Symbiote",1,1,4
"gun control",10631,"emclean",3,1,2
"gun control",10631,"Roxdog",1,5,0
"gun control",10631,"Charliegone",1,5,0
"gun control",10631,"iangb",2,1,3
"gun control",10631,"TRIGGER",0,5,1
"gun control",10631,"pandion",2,4,0
"gun control",10631,"KenW.",1,2,3
"gun control",10631,"Ripskar",3,0,3
"gun control",10631,"kesseltron",3,2,1
"gun control",10631,"daewoo",1,4,1
"gun control",10631,"Ghost Rider",0,6,0
"healthcare",11146,"antonia",4,0,1
"healthcare",11146,"jim's trucking",1,3,1
"healthcare",11146,"smiley",2,0,3
"healthcare",10415,"sinjin",4,0,1
"healthcare",10415,"Kronus",4,0,1
"healthcare",10415,"chemist99a",3,0,2
"healthcare",10415,"Steeeeve",0,2,3
"healthcare",10415,"jyoshu",0,3,2
"healthcare",10415,"samiinh",3,0,2
"healthcare",10415,"jim's trucking",0,5,0
"healthcare",10415,"daewoo",3,2,0
"healthcare",6088,"marc9000",1,4,0
"healthcare",6088,"Squawker",1,4,0
"healthcare",6088,"gnojek",0,4,1
"healthcare",9111,"antonia",4,1,0
"healthcare",9111,"Lakrite",1,4,0
"healthcare",9111,"emclean",0,2,3
"healthcare",9111,"Jo Bennett",4,1,0
"healthcare",9111,"sciropolis",4,1,0
"healthcare",9111,"DrNo",4,1,0
"healthcare",9111,"georged",4,1,0
"healthcare",9111,"Steeeeve",3,0,2
"healthcare",9111,"jamsam",2,0,3
"healthcare",9111,"chester",3,2,0
"healthcare",9111,"Penfold",4,1,0
"healthcare",9111,"Matthew S",3,0,2
"healthcare",9111,"obvious_child",0,2,3
"healthcare",3458,"emclean",2,3,0
"healthcare",3458,"marc9000",1,4,0
"healthcare",3458,"jskufan",3,2,0
"healthcare",3458,"kickin50",3,2,0
"healthcare",3458,"Sigma",4,1,0
"healthcare",3458,"daewoo",0,5,0
"healthcare",3458,"Mach",5,0,0
"healthcare",11101,"isly ilwott",0,2,0
"healthcare",11101,"Archangel",0,2,0
"healthcare",11101,"obvious_child",0,2,0
"healthcare",11101,"Jo Bennett",2,0,0
"healthcare",11101,"Charliegone",0,2,0
"healthcare",11101,"Iuris",2,0,0
"healthcare",11101,"Penfold",0,0,2
"healthcare",11101,"yes",0,0,2
"healthcare",11101,"bhbcu64",2,0,0
"healthcare",5012,"gamehuis",2,0,3
"healthcare",5012,"Jo Bennett",0,2,3
"healthcare",5012,"ravenbo",0,3,2
"healthcare",5012,"georged",2,0,3
"healthcare",5012,"Kuato",3,0,2
"healthcare",5012,"GreenMtnBoy",2,0,3
"healthcare",5648,"Waxy",3,0,2
"healthcare",5648,"Voice Of Reason",1,4,0
"healthcare",5648,"lord tammerlain",5,0,0
"healthcare",5648,"Alan Ryan",5,0,0
"healthcare",5648,"Jo Bennett",3,2,0
"healthcare",5648,"Clive14",1,0,4
"healthcare",5648,"georged",0,0,5
"healthcare",5648,"Steeeeve",2,3,0
"healthcare",5648,"daewoo",5,0,0
"healthcare",5648,"Dono",2,0,3
"healthcare",5648,"Missouri Mule",1,4,0
"healthcare",64,"drone001",4,0,1
"healthcare",64,"obvious_child",1,1,3
"healthcare",64,"emclean",0,5,0
"healthcare",64,"adencity",4,0,1
"healthcare",64,"Bassman",0,5,0
"healthcare",64,"sglaine",5,0,0
"healthcare",64,"Tastyfish",3,0,2
"healthcare",64,"Bill434",5,0,0
"healthcare",64,"pyromattiac",0,4,1
"healthcare",64,"JSDKoeln",5,0,0
"healthcare",64,"fallingupwards",5,0,0
"healthcare",64,"Big_Bear_Scot",1,0,4
"healthcare",64,"Broker",2,3,0
"healthcare",64,"Steeeeve",2,3,0
"healthcare",64,"Evan",0,5,0
"healthcare",64,"Draconis",5,0,0
"healthcare",64,"Tigerlilly",3,1,1
"healthcare",64,"Waxy",0,1,4
"healthcare",64,"Debater",0,4,1
"healthcare",64,"Robbie",0,3,2
"healthcare",64,"Jo Bennett",5,0,0
"healthcare",64,"NeoCon",0,5,0
"healthcare",64,"sciropolis",5,0,0
"healthcare",64,"faeden",0,5,0
"healthcare",64,"dugman_74",0,5,0
"healthcare",64,"sk8joyful",1,4,0
"healthcare",64,"georged",1,3,1
"healthcare",64,"fracas",0,5,0
"healthcare",64,"Phunting",5,0,0
"healthcare",64,"Black Phoenix",1,4,0
"healthcare",64,"peteratwar",2,0,3
"healthcare",64,"mik60487",5,0,0
"healthcare",64,"admin",0,0,5
"healthcare",64,"errol",3,0,2
"healthcare",64,"hvozdany",4,0,1
"healthcare",64,"Haulingboat",0,5,0
"healthcare",64,"Kurt M. Weber",0,5,0
"healthcare",64,"Eddie",1,2,2
"healthcare",64,"zachvac",0,4,1
"healthcare",64,"weasel fierce",4,0,1
"healthcare",65,"admin",1,0,4
"healthcare",65,"weasel fierce",1,0,4
"healthcare",65,"emclean",2,1,2
"healthcare",1474,"theLIBERTARIAN",0,4,1
"healthcare",67,"admin",0,0,4
"healthcare",67,"mizmaxx",4,0,0
"healthcare",67,"enfant terrible",2,2,0
"healthcare",67,"Broker",1,0,3
"healthcare",67,"fallingupwards",3,0,1
"healthcare",68,"admin",0,0,5
"healthcare",282,"SodGom",1,0,4
"healthcare",282,"Debater",1,0,4
"healthcare",282,"admin",0,0,5
"healthcare",282,"bman",0,0,5
"healthcare",282,"greenleif",0,1,4
"healthcare",282,"Broker",1,0,4
"healthcare",282,"snakespit",1,0,4
"healthcare",282,"GreenMtnBoy",1,0,4
"healthcare",7892,"Matthew S",3,2,0
"healthcare",7892,"RedMoon",3,2,0
"healthcare",10514,"gamehuis",0,5,0
"healthcare",10514,"Symbiote",3,2,0
"healthcare",10514,"Jo Bennett",5,0,0
"healthcare",10514,"Bassman",0,5,0
"healthcare",10514,"Steeeeve",0,4,1
"healthcare",10514,"E Mutz",2,3,0
"healthcare",10514,"samiinh",4,0,1
"healthcare",10514,"jim's trucking",0,5,0
"healthcare",10514,"Matthew S",5,0,0
"healthcare",10514,"DrD",5,0,0
"abortion",9341,"GodIsDead",3,0,3
"abortion",9341,"wildflowerneu",0,6,0
"abortion",9341,"sinjin",3,3,0
"abortion",9341,"paw_x",6,0,0
"abortion",9341,"obvious_child",6,0,0
"abortion",9341,"jitobear",6,0,0
"abortion",9341,"Master_Shake",2,2,2
"abortion",9341,"Another opinion",5,1,0
"abortion",9341,"Sigma",2,1,3
"abortion",9341,"simone",5,0,1
"abortion",9341,"Steeeeve",0,6,0
"abortion",9341,"maximus",0,5,1
"abortion",9341,"ShadowPikachu",6,0,0
"abortion",9341,"dislexia",0,6,0
"abortion",9341,"zachvac",0,1,5
"abortion",9341,"Nefertari",0,1,5
"abortion",9341,"Phyllis",0,6,0
"abortion",9341,"thelmoose",4,0,2
"abortion",9341,"Shooterandproud",6,0,0
"abortion",9341,"___",1,1,4
"abortion",9341,"SpicyGirl",0,6,0
"abortion",9201,"Master_Shake",0,7,1
"abortion",9201,"wvpeach1963",8,0,0
"abortion",9201,"sinjin",0,8,0
"abortion",9201,"jitobear",1,5,2
"abortion",9201,"Bell",2,3,3
"abortion",9201,"Tastyfish",0,8,0
"abortion",9201,"jyoshu",7,1,0
"abortion",9201,"simone",1,5,2
"abortion",9201,"Steeeeve",4,4,0
"abortion",9201,"peteratwar",0,7,1
"abortion",9201,"georged",0,7,1
"abortion",9201,"DrNo",5,3,0
"abortion",9201,"thelmoose",0,8,0
"abortion",9201,"Shooterandproud",0,8,0
"abortion",5036,"simone",5,0,0
"abortion",5036,"tiggeroo2005",0,5,0
"abortion",5036,"Duo_Maxwell",4,1,0
