"key","discussion_id","worker_id","agree-disagree","defeater-undercutter","defeater-undercutter_unsure","negotiate-attack","negotiate-attack_unsure","personal-audience","personal-audience_unsure","questioning-asserting","questioning-asserting_unsure"
"(1039, 1)",12236,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1039, 1)",12236,"A2QTARMOEUQMF1","Agree","","","","","","","",""
"(175, 6)",13605,"A7ZOVHE48L7RS","Agree","","","","","","","",""
"(175, 6)",13605,"ATY8RQ17JPXQD","Agree","","","","","","","",""
"(175, 6)",13605,"A380NNCHQV2LJM","Disagree",-5,False,5,False,0,True,-5,False
"(175, 6)",13605,"A209T4ZL3NKV8H","Agree","","","","","","","",""
"(175, 6)",13605,"A1V2JY1MJ4P6CF","Agree","","","","","","","",""
"(344, 2)",8978,"A10GCI84NSKYM","Disagree",4,False,5,False,1,False,5,False
"(344, 2)",8978,"AWGLY2Q18H4V4","Disagree",-5,False,0,False,-5,False,5,False
"(344, 2)",8978,"A2FZM7ZDCLPMCF","Agree","","","","","","","",""
"(344, 2)",8978,"A1V7ROQT38Y8JH","Agree","","","","","","","",""
"(344, 2)",8978,"A13ZLTV0I0UG4D","Disagree",-5,False,-3,False,-2,False,5,False
"(344, 2)",8978,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(607, 3)",13205,"A5379LUINT3PC","Agree","","","","","","","",""
"(607, 3)",13205,"A3FM3KWYVBBZ15","Agree","","","","","","","",""
"(607, 3)",13205,"A7PV2OWOJLPND","Agree","","","","","","","",""
"(607, 3)",13205,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(607, 3)",13205,"A1BS484S0O76YT","Agree","","","","","","","",""
"(520, 5)",12025,"AXOO1KQGMX6YO","Disagree",5,False,-4,False,5,False,2,False
"(520, 5)",12025,"A3AH8UT0TCYMUG","Disagree",-5,False,-4,False,5,False,5,False
"(520, 5)",12025,"A341LHR7178BUY","Disagree",0,False,0,False,0,False,0,False
"(520, 5)",12025,"A6Y7BLDK90Q19","Disagree",1,False,-1,False,1,False,2,False
"(520, 5)",12025,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(829, 5)",7418,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(829, 5)",7418,"AGPWUZJY43E0J","Agree","","","","","","","",""
"(829, 5)",7418,"A14NJ0E25UM25Q","Disagree",1,False,2,False,-2,False,2,False
"(829, 5)",7418,"A3L9J8AER0FU3V","Disagree",-5,False,-5,False,-5,False,5,False
"(829, 5)",7418,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1014, 3)",5026,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(1014, 3)",5026,"A2MR259UZRESDS","Agree","","","","","","","",""
"(1014, 3)",5026,"A3374C8G2EUNVO","Agree","","","","","","","",""
"(1014, 3)",5026,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1014, 3)",5026,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1261, 2)",13360,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1261, 2)",13360,"A2PR1KFDC8Y3K3","Agree","","","","","","","",""
"(1261, 2)",13360,"AE7HUJETMTTTS","Agree","","","","","","","",""
"(1261, 2)",13360,"A22K68WIUPZSRQ","Disagree",-5,False,3,False,5,False,5,False
"(141, 3)",312,"APFE0NBU7J08E","Agree","","","","","","","",""
"(141, 3)",312,"A1BADZXRMPSPDC","Disagree",2,False,-1,False,-1,False,4,False
"(141, 3)",312,"A3OHIGNWU0SA3S","Disagree",1,False,-4,False,5,False,3,False
"(141, 3)",312,"A2FZM7ZDCLPMCF","Disagree",0,False,0,False,-1,False,1,False
"(141, 3)",312,"A3E157ZN8XPUKJ","Disagree",-5,False,-5,False,0,True,0,False
"(326, 1)",13013,"A209T4ZL3NKV8H","Agree","","","","","","","",""
"(326, 1)",13013,"A2FZM7ZDCLPMCF","Disagree",1,False,0,True,-1,False,-1,False
"(326, 1)",13013,"A1V2JY1MJ4P6CF","Agree","","","","","","","",""
"(326, 1)",13013,"A2M6B4T35HDKMZ","Agree","","","","","","","",""
"(326, 1)",13013,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(326, 1)",13013,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1412, 4)",3696,"A2FHOQX90RA45G","Disagree",-5,False,0,False,5,False,5,False
"(1412, 4)",3696,"A1B2KIB7DPC2PR","Disagree",-2,False,-1,False,4,False,2,False
"(1412, 4)",3696,"A6Y7BLDK90Q19","Disagree",1,False,-1,False,1,False,1,False
"(1412, 4)",3696,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1412, 4)",3696,"A6QG9LM5WL0AQ","Disagree",-4,False,-3,False,-5,False,4,False
"(573, 0)",11362,"A3PEFRT5I30UOU","Disagree",4,False,3,False,-4,False,5,False
"(573, 0)",11362,"A2SG3RMGIDQTWT","Disagree",-5,False,-4,False,-4,False,4,False
"(573, 0)",11362,"A3I4ZMVYOS91BX","Agree","","","","","","","",""
"(573, 0)",11362,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(573, 0)",11362,"A37XVHGR4ZSTSM","Disagree",-5,False,-4,False,-4,False,4,False
"(1310, 4)",6189,"A1B2KIB7DPC2PR","Disagree",2,False,-3,False,-3,False,2,False
"(1310, 4)",6189,"A2VTDOJE2XP8TK","Agree","","","","","","","",""
"(1310, 4)",6189,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(1310, 4)",6189,"A1HBION4Y5FN4S","Agree","","","","","","","",""
"(1310, 4)",6189,"A1RF70DSVAZVI6","Agree","","","","","","","",""
"(1310, 4)",6189,"A2FDXVWVI05XA4","Disagree",-4,False,3,False,-4,False,4,False
"(1310, 4)",6189,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(758, 4)",13923,"A1UDQV4PUFYPKN","Disagree",-3,False,4,False,-2,False,-1,False
"(758, 4)",13923,"AKJ22H1NTVIQX","Disagree",0,True,1,False,-4,False,0,False
"(758, 4)",13923,"A2WNW8A4MOR7T7","Disagree",-3,False,3,False,-3,False,-3,False
"(758, 4)",13923,"A6Y7BLDK90Q19","Disagree",1,False,1,False,-3,False,1,False
"(758, 4)",13923,"A3C9A382KUWMS0","Disagree",-5,False,0,False,-5,False,0,False
"(758, 4)",13923,"A2O9ZPGNNBSH00","Disagree",-3,False,0,False,0,False,2,False
"(980, 6)",9083,"A2LV5QYHH24OMY","Disagree",-4,False,-2,False,-4,False,0,False
"(980, 6)",9083,"A2FDXVWVI05XA4","Disagree",4,False,2,False,-3,False,3,False
"(980, 6)",9083,"A3L6PFU6DOR8AY","Disagree",2,False,-2,False,-3,False,-3,False
"(980, 6)",9083,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(980, 6)",9083,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1156, 1)",9581,"A2VTDOJE2XP8TK","Disagree",2,False,-3,False,-3,False,1,False
"(1156, 1)",9581,"A22K68WIUPZSRQ","Disagree",-3,False,-1,False,2,False,-1,False
"(1156, 1)",9581,"AZ8L0BT7XIALO","Disagree",2,False,-1,False,2,False,-1,False
"(1156, 1)",9581,"A37XVHGR4ZSTSM","Disagree",-5,False,-3,False,-4,False,-3,False
"(1156, 1)",9581,"A1RY9A4SCOR7RX","Disagree",-5,False,-5,False,-2,False,4,False
"(1156, 1)",9581,"A3S0NNL81WJSEH","Disagree",2,False,3,False,-3,False,-2,False
"(292, 0)",3486,"A10GCI84NSKYM","Agree","","","","","","","",""
"(292, 0)",3486,"A28YN091SK3G8T","Agree","","","","","","","",""
"(292, 0)",3486,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(292, 0)",3486,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(292, 0)",3486,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(292, 0)",3486,"A36JZTUKQVV5S5","Disagree",0,True,0,True,0,True,0,True
"(539, 1)",9058,"A7ECJKX0JHLQR","Disagree",0,True,4,False,0,True,-3,False
"(539, 1)",9058,"AE8MIMI70NIX1","Disagree",5,False,1,False,0,True,-1,False
"(539, 1)",9058,"A3IJI5VFWLI7DA","Disagree",2,False,-1,False,-2,False,1,False
"(539, 1)",9058,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(539, 1)",9058,"A1BS484S0O76YT","Disagree",-4,False,3,False,-5,False,4,False
"(724, 3)",11327,"A7ZOVHE48L7RS","Agree","","","","","","","",""
"(724, 3)",11327,"A2Q3ZPCNE2EOAO","Agree","","","","","","","",""
"(724, 3)",11327,"AC8BGOG45QWA2","Agree","","","","","","","",""
"(724, 3)",11327,"AG9BUUONHFKSS","Agree","","","","","","","",""
"(724, 3)",11327,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(724, 3)",11327,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(946, 5)",11373,"A1V37SR8WKUOC5","Agree","","","","","","","",""
"(946, 5)",11373,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(946, 5)",11373,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(946, 5)",11373,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(946, 5)",11373,"A2ZG6GDYEI4Q3K","Disagree",0,True,0,True,0,True,0,True
"(107, 3)",1310,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(107, 3)",1310,"AM7FYVGVOEP66","Disagree",-3,False,-4,False,1,False,3,False
"(107, 3)",1310,"A1Z40HN5FRWQ5O","Disagree",5,False,5,False,0,False,5,False
"(107, 3)",1310,"A1B2KIB7DPC2PR","Disagree",2,False,-2,False,1,False,-1,False
"(107, 3)",1310,"A3C9A382KUWMS0","Agree","","","","","","","",""
"(1378, 0)",9064,"A1XXMVPHRKUTAH","Agree","","","","","","","",""
"(1378, 0)",9064,"A7ZOVHE48L7RS","Disagree",2,False,3,False,4,False,1,False
"(1378, 0)",9064,"A1BEOLWSEW3PCC","Disagree",0,False,5,False,4,False,-1,False
"(1378, 0)",9064,"AZ8RYHKONKOCB","Agree","","","","","","","",""
"(1378, 0)",9064,"ASX2NOUVA9CRH","Disagree",0,False,2,False,0,False,0,False
"(1378, 0)",9064,"A3KQILEDGLONAQ","Disagree",-3,False,2,False,0,False,0,False
"(1378, 0)",9064,"A1RF70DSVAZVI6","Disagree",-4,False,1,False,4,False,4,False
"(258, 3)",760,"A21GYKEV4YFO3L","Disagree",3,False,0,False,0,False,0,False
"(258, 3)",760,"AWGLY2Q18H4V4","Disagree",5,False,0,False,-5,False,5,False
"(258, 3)",760,"A3R5CALO6EH0ZR","Agree","","","","","","","",""
"(258, 3)",760,"A3L9J8AER0FU3V","Agree","","","","","","","",""
"(258, 3)",760,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(443, 5)",9767,"A1LLHNQKFEXJB0","Agree","","","","","","","",""
"(443, 5)",9767,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(443, 5)",9767,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(443, 5)",9767,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(443, 5)",9767,"A6Y7BLDK90Q19","Disagree",1,False,-3,False,-4,False,-4,False
"(761, 2)",9258,"A3L6PFU6DOR8AY","Agree","","","","","","","",""
"(761, 2)",9258,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(761, 2)",9258,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(761, 2)",9258,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(761, 2)",9258,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(875, 6)",13481,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(875, 6)",13481,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(875, 6)",13481,"A2VTDOJE2XP8TK","Agree","","","","","","","",""
"(875, 6)",13481,"A37XVHGR4ZSTSM","Agree","","","","","","","",""
"(875, 6)",13481,"A16IXM9GAGHNCA","Agree","","","","","","","",""
"(875, 6)",13481,"A3S0NNL81WJSEH","Agree","","","","","","","",""
"(73, 0)",10418,"AP1HCIYDB0OTX","Disagree",-4,False,2,False,-3,False,-4,False
"(73, 0)",10418,"AC8BGOG45QWA2","Agree","","","","","","","",""
"(73, 0)",10418,"A2MR259UZRESDS","Agree","","","","","","","",""
"(73, 0)",10418,"A37XVHGR4ZSTSM","Disagree",5,False,4,False,-5,False,-5,False
"(73, 0)",10418,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(1175, 5)",11529,"A2FHOQX90RA45G","Agree","","","","","","","",""
"(1175, 5)",11529,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1175, 5)",11529,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1175, 5)",11529,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1175, 5)",11529,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1254, 6)",13147,"A2O9ZPGNNBSH00","Disagree",-3,False,-3,False,0,False,2,False
"(1254, 6)",13147,"A3NAZZEBINRI7Q","Disagree",0,False,0,False,-2,False,0,False
"(1254, 6)",13147,"A2FHOQX90RA45G","Disagree",0,True,0,True,0,True,0,True
"(1254, 6)",13147,"AZ8RYHKONKOCB","Agree","","","","","","","",""
"(1254, 6)",13147,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1254, 6)",13147,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(409, 6)",8930,"A1LLHNQKFEXJB0","Agree","","","","","","","",""
"(409, 6)",8930,"A1IMICF9ISISZN","Disagree",-3,False,-4,False,2,False,3,False
"(409, 6)",8930,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(409, 6)",8930,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(409, 6)",8930,"A1BS484S0O76YT","Disagree",1,False,3,False,-4,False,4,False
"(409, 6)",8930,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(656, 1)",14196,"AC8BGOG45QWA2","Agree","","","","","","","",""
"(656, 1)",14196,"ADN76VWLV3O5S","Disagree",4,False,-1,False,-5,False,5,False
"(656, 1)",14196,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(656, 1)",14196,"A3I9UOCM5EXMR2","Agree","","","","","","","",""
"(656, 1)",14196,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(656, 1)",14196,"A1BS484S0O76YT","Disagree",-1,False,-2,False,-4,False,4,False
"(55, 1)",13792,"AWQ44ZCQZYQJY","Disagree",5,False,0,False,-5,False,-5,False
"(55, 1)",13792,"A3FYL6L9M5OB4B","Disagree",-3,False,-4,False,4,False,4,False
"(55, 1)",13792,"A3C9A382KUWMS0","Disagree",-5,False,5,False,-5,False,-5,False
"(55, 1)",13792,"A2IFI1P3MA35AM","Disagree",0,False,0,False,-5,False,0,False
"(55, 1)",13792,"A3R5CALO6EH0ZR","Disagree",-1,False,2,False,-1,False,-1,False
"(55, 1)",13792,"AHOARZ6ADFC90","Disagree",4,False,4,False,-4,False,3,False
"(55, 1)",13792,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(1397, 6)",1961,"A2O9ZPGNNBSH00","Agree","","","","","","","",""
"(1397, 6)",1961,"A3374C8G2EUNVO","Agree","","","","","","","",""
"(1397, 6)",1961,"AG9BUUONHFKSS","Agree","","","","","","","",""
"(1397, 6)",1961,"A1B2KIB7DPC2PR","Disagree",3,False,-3,False,1,False,-1,False
"(1397, 6)",1961,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(224, 3)",10971,"A2X79XMXDTQAY3","Disagree",0,False,5,False,4,False,3,False
"(224, 3)",10971,"A3C9A382KUWMS0","Disagree",5,False,-5,False,5,False,5,False
"(224, 3)",10971,"AHOU3VA400IOT","Disagree",2,False,-3,False,-2,False,3,False
"(224, 3)",10971,"AU5T0VP91UJXV","Disagree",0,True,-5,True,0,True,5,False
"(224, 3)",10971,"A2M6B4T35HDKMZ","Agree","","","","","","","",""
"(1299, 5)",13005,"A2HUSOVMMRJNNX","Agree","","","","","","","",""
"(1299, 5)",13005,"A1B2KIB7DPC2PR","Disagree",-3,False,4,False,-4,False,-5,False
"(1299, 5)",13005,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(1299, 5)",13005,"AIY8WQZDKMD5C","Disagree",1,False,1,False,1,False,1,False
"(1299, 5)",13005,"AM7FYVGVOEP66","Disagree",2,False,2,False,2,False,2,False
"(391, 3)",9654,"A3C9A382KUWMS0","Disagree",5,False,3,False,0,False,5,False
"(391, 3)",9654,"A2FZM7ZDCLPMCF","Disagree",-1,False,1,False,1,False,1,False
"(391, 3)",9654,"A1V2JY1MJ4P6CF","Disagree",-3,False,3,False,4,False,-3,False
"(391, 3)",9654,"A32LCM1ZARQLOG","Disagree",-1,False,-2,False,2,False,2,False
"(391, 3)",9654,"A1BS484S0O76YT","Disagree",-4,False,1,False,-4,False,1,False
"(709, 4)",10071,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(709, 4)",10071,"A2VTDOJE2XP8TK","Disagree",4,False,-3,False,-4,False,-4,False
"(709, 4)",10071,"AIY8WQZDKMD5C","Disagree",-2,False,-4,False,2,False,-2,False
"(709, 4)",10071,"AP1HCIYDB0OTX","Disagree",-2,False,2,False,-4,False,-4,False
"(709, 4)",10071,"A1ILI24TOFSQRG","Disagree",-5,False,-5,False,-5,False,-5,False
"(709, 4)",10071,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(709, 4)",10071,"A2PR1KFDC8Y3K3","Agree","","","","","","","",""
"(894, 0)",4631,"A2TSN533LXI6S4","Agree","","","","","","","",""
"(894, 0)",4631,"A33T93FMY22NBT","Agree","","","","","","","",""
"(894, 0)",4631,"A10DZFZLF4AFTK","Agree","","","","","","","",""
"(894, 0)",4631,"A3374C8G2EUNVO","Agree","","","","","","","",""
"(894, 0)",4631,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(894, 0)",4631,"A1BS484S0O76YT","Agree","","","","","","","",""
"(1141, 1)",5026,"A6Y7BLDK90Q19","Disagree",1,False,-1,False,1,False,1,False
"(1141, 1)",5026,"A3S0NNL81WJSEH","Disagree",3,False,-2,False,-3,False,0,False
"(1141, 1)",5026,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1141, 1)",5026,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1141, 1)",5026,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1141, 1)",5026,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(21, 2)",11508,"AHOARZ6ADFC90","Agree","","","","","","","",""
"(21, 2)",11508,"A2FZM7ZDCLPMCF","Disagree",0,False,1,False,3,False,1,False
"(21, 2)",11508,"AGPWUZJY43E0J","Disagree",-4,False,-4,False,-3,False,2,False
"(21, 2)",11508,"A1B2KIB7DPC2PR","Disagree",2,False,2,False,-3,False,-3,False
"(21, 2)",11508,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(21, 2)",11508,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(206, 6)",554,"A7ZOVHE48L7RS","Agree","","","","","","","",""
"(206, 6)",554,"A313UJHIIK55EO","Disagree",2,False,-1,False,-2,False,2,False
"(206, 6)",554,"A14WWG6NKBDWGP","Agree","","","","","","","",""
"(206, 6)",554,"AK5C6N14RA7Y9","Agree","","","","","","","",""
"(206, 6)",554,"A3IJI5VFWLI7DA","Agree","","","","","","","",""
"(206, 6)",554,"A1P2YHOV4NUL4D","Agree","","","","","","","",""
"(206, 6)",554,"AO5F7IJLYY9IM","Agree","","","","","","","",""
"(1292, 5)",10863,"A3R5CALO6EH0ZR","Disagree",-5,False,-4,False,-2,False,5,False
"(1292, 5)",10863,"A3L6PFU6DOR8AY","Agree","","","","","","","",""
"(1292, 5)",10863,"A3M7RLPUIRAAXE","Disagree",-3,False,4,False,-2,False,4,False
"(1292, 5)",10863,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1292, 5)",10863,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(428, 4)",5509,"A34N5YYDZJANF7","Agree","","","","","","","",""
"(428, 4)",5509,"A14WWG6NKBDWGP","Disagree",4,False,1,False,1,False,-1,False
"(428, 4)",5509,"A1BS484S0O76YT","Disagree",-4,False,-4,False,-5,False,-5,False
"(428, 4)",5509,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(428, 4)",5509,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(428, 4)",5509,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(638, 5)",3851,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(638, 5)",3851,"A11JA8LC2HGSTH","Agree","","","","","","","",""
"(638, 5)",3851,"A1B2KIB7DPC2PR","Disagree",-1,False,-3,False,0,True,-4,False
"(638, 5)",3851,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(638, 5)",3851,"A1BS484S0O76YT","Disagree",-4,False,-4,False,-1,False,4,False
"(638, 5)",3851,"A37XVHGR4ZSTSM","Disagree",5,False,-1,False,-3,False,3,False
"(1036, 2)",5121,"AV8SVCVP9V5BK","Disagree",0,True,1,False,4,False,0,True
"(1036, 2)",5121,"A2VTDOJE2XP8TK","Disagree",1,False,-2,False,-2,False,3,False
"(1036, 2)",5121,"A2ZG6GDYEI4Q3K","Agree","","","","","","","",""
"(1036, 2)",5121,"AE7HUJETMTTTS","Disagree",2,False,-3,False,3,False,-3,False
"(1036, 2)",5121,"A22K68WIUPZSRQ","Disagree",-1,False,-1,False,1,False,2,False
"(1036, 2)",5121,"A2P8XDALGST5YT","Agree","","","","","","","",""
"(1036, 2)",5121,"AZ8L0BT7XIALO","Agree","","","","","","","",""
"(172, 1)",312,"A1BADZXRMPSPDC","Disagree",-4,False,-2,False,-4,False,-4,False
"(172, 1)",312,"A2UUKYKG5SQV2V","Disagree",2,False,-4,False,2,False,2,False
"(172, 1)",312,"A3AH8UT0TCYMUG","Disagree",-4,False,-1,False,-5,False,3,False
"(172, 1)",312,"A3IJI5VFWLI7DA","Disagree",0,False,-4,False,3,False,1,False
"(172, 1)",312,"A3DSRQ5CBK6G3U","Agree","","","","","","","",""
"(172, 1)",312,"A1EWDRW3224FSH","Disagree",-1,False,-1,False,1,False,-1,False
"(172, 1)",312,"AD4PMNI6IHKPV","Disagree",4,False,3,False,-5,False,4,False
"(826, 2)",7572,"A27YM2A9REH5CM","Agree","","","","","","","",""
"(826, 2)",7572,"A1BS484S0O76YT","Disagree",-4,False,-4,False,-2,False,4,False
"(826, 2)",7572,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(826, 2)",7572,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(826, 2)",7572,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1011, 2)",13754,"A2FDXVWVI05XA4","Agree","","","","","","","",""
"(1011, 2)",13754,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1011, 2)",13754,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1011, 2)",13754,"A37XVHGR4ZSTSM","Agree","","","","","","","",""
"(1011, 2)",13754,"A27DLL4E4JBOBA","Agree","","","","","","","",""
"(1073, 3)",13719,"A7ZOVHE48L7RS","Disagree",1,False,-2,False,2,False,-1,False
"(1073, 3)",13719,"A6Y7BLDK90Q19","Agree","","","","","","","",""
"(1073, 3)",13719,"A2HUSOVMMRJNNX","Agree","","","","","","","",""
"(1073, 3)",13719,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1073, 3)",13719,"A1B2KIB7DPC2PR","Disagree",-4,False,3,False,-4,False,4,False
"(1258, 1)",12023,"AV8SVCVP9V5BK","Agree","","","","","","","",""
"(1258, 1)",12023,"A1ILI24TOFSQRG","Agree","","","","","","","",""
"(1258, 1)",12023,"AZ8L0BT7XIALO","Disagree",-2,False,-1,False,0,False,0,True
"(1258, 1)",12023,"A3GWM5WHCEPVQQ","Disagree",2,False,0,False,-2,False,0,False
"(1258, 1)",12023,"A2TSN533LXI6S4","Disagree",-5,False,5,False,-5,False,-4,False
"(138, 0)",6910,"A1NBDEDG4XON12","Disagree",-4,False,-4,False,1,False,2,False
"(138, 0)",6910,"ALQI4JZ3CGX4P","Disagree",1,False,-2,False,4,False,1,False
"(138, 0)",6910,"A2TJHKHM8T2SV3","Disagree",2,False,-2,False,3,False,4,False
"(138, 0)",6910,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(138, 0)",6910,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(323, 4)",5347,"AWQ44ZCQZYQJY","Disagree",5,False,-5,False,1,False,5,False
"(323, 4)",5347,"A22HOZ0LZ1ZB76","Disagree",-5,False,-5,False,3,False,5,False
"(323, 4)",5347,"A2SJC9VRBGNC58","Disagree",3,False,0,False,3,False,0,False
"(323, 4)",5347,"A2SG3RMGIDQTWT","Agree","","","","","","","",""
"(323, 4)",5347,"A5ASAI816265X","Agree","","","","","","","",""
"(1409, 1)",14057,"AE7HUJETMTTTS","Disagree",-3,False,-3,False,-3,False,3,False
"(1409, 1)",14057,"A2ZG6GDYEI4Q3K","Disagree",3,False,-3,False,5,False,3,False
"(1409, 1)",14057,"AIY8WQZDKMD5C","Disagree",2,False,2,False,1,False,1,False
"(1409, 1)",14057,"A2P8XDALGST5YT","Disagree",2,True,1,False,2,False,2,False
"(1409, 1)",14057,"A31RKV21MUC3R0","Disagree",3,False,-2,False,-2,False,2,False
"(1055, 4)",13587,"A1UDQV4PUFYPKN","Disagree",4,False,-3,False,-3,False,-3,False
"(1055, 4)",13587,"A1B2KIB7DPC2PR","Disagree",2,False,-2,False,1,False,-2,False
"(1055, 4)",13587,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(1055, 4)",13587,"A1FNEVG87BS5K0","Disagree",3,False,2,False,-4,False,-3,False
"(1055, 4)",13587,"ACPUTK2MNMYHB","Disagree",-2,False,-2,False,-2,False,-2,False
"(191, 5)",13581,"A1LLHNQKFEXJB0","Agree","","","","","","","",""
"(191, 5)",13581,"A32LCM1ZARQLOG","Agree","","","","","","","",""
"(191, 5)",13581,"A3C9A382KUWMS0","Disagree",-5,False,-5,False,5,False,5,False
"(191, 5)",13581,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(191, 5)",13581,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(191, 5)",13581,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(1153, 4)",4430,"A2Q3ZPCNE2EOAO","Disagree",-5,False,5,False,-5,False,-5,False
"(1153, 4)",4430,"A1BS484S0O76YT","Disagree",-4,False,3,False,-5,False,4,False
"(1153, 4)",4430,"A6Y7BLDK90Q19","Disagree",-4,False,-2,False,-1,False,0,False
"(1153, 4)",4430,"A1B2KIB7DPC2PR","Agree","","","","","","","",""
"(1153, 4)",4430,"A14NJ0E25UM25Q","Agree","","","","","","","",""
"(289, 5)",50,"AFDLE79DCTIPP","Agree","","","","","","","",""
"(289, 5)",50,"A25JQ8BAK64HZD","Disagree",5,False,5,False,-5,False,5,False
"(289, 5)",50,"ACPUTK2MNMYHB","Disagree",-1,False,0,False,-1,False,0,False
"(289, 5)",50,"AGNOJQZOJ2S0Y","Disagree",-4,False,-4,False,4,False,3,False
"(289, 5)",50,"A14NJ0E25UM25Q","Disagree",2,False,3,False,-2,False,-2,False
"(289, 5)",50,"A2FZM7ZDCLPMCF","Agree","","","","","","","",""
"(289, 5)",50,"A10DZFZLF4AFTK","Disagree",-5,False,5,False,-5,False,0,False
"(623, 6)",9574,"A2SG3RMGIDQTWT","Agree","","","","","","","",""
"(623, 6)",9574,"A2VWJTNC4OKNI7","Agree","","","","","","","",""
"(623, 6)",9574,"A1BS484S0O76YT","Agree","","","","","","","",""
"(623, 6)",9574,"A6Y7BLDK90Q19","Agree","","","","","","","",""
